매장ID,요일,날짜,영업여부,프로모션여부,공휴일여부,학교휴교여부
172,5,2015-09-11,1.0,0,0,1
174,5,2015-09-11,1.0,0,0,1
175,5,2015-09-11,1.0,0,0,0
176,5,2015-09-11,1.0,0,0,0
179,5,2015-09-11,1.0,0,0,0
180,5,2015-09-11,1.0,0,0,0
181,5,2015-09-11,1.0,0,0,1
182,5,2015-09-11,1.0,0,0,0
183,5,2015-09-11,1.0,0,0,1
184,5,2015-09-11,1.0,0,0,0
186,5,2015-09-11,1.0,0,0,1
187,5,2015-09-11,1.0,0,0,0
188,5,2015-09-11,1.0,0,0,0
189,5,2015-09-11,1.0,0,0,0
190,5,2015-09-11,1.0,0,0,1
191,5,2015-09-11,1.0,0,0,1
192,5,2015-09-11,1.0,0,0,1
193,5,2015-09-11,1.0,0,0,1
194,5,2015-09-11,1.0,0,0,1
195,5,2015-09-11,1.0,0,0,0
197,5,2015-09-11,1.0,0,0,0
199,5,2015-09-11,1.0,0,0,0
200,5,2015-09-11,1.0,0,0,0
201,5,2015-09-11,1.0,0,0,0
202,5,2015-09-11,1.0,0,0,0
204,5,2015-09-11,1.0,0,0,1
206,5,2015-09-11,1.0,0,0,0
207,5,2015-09-11,1.0,0,0,0
209,5,2015-09-11,1.0,0,0,0
210,5,2015-09-11,1.0,0,0,0
212,5,2015-09-11,1.0,0,0,0
213,5,2015-09-11,1.0,0,0,0
214,5,2015-09-11,1.0,0,0,0
215,5,2015-09-11,1.0,0,0,1
216,5,2015-09-11,1.0,0,0,0
217,5,2015-09-11,1.0,0,0,0
218,5,2015-09-11,1.0,0,0,1
219,5,2015-09-11,1.0,0,0,0
220,5,2015-09-11,1.0,0,0,0
221,5,2015-09-11,1.0,0,0,0
224,5,2015-09-11,1.0,0,0,1
226,5,2015-09-11,1.0,0,0,0
227,5,2015-09-11,1.0,0,0,0
228,5,2015-09-11,1.0,0,0,0
229,5,2015-09-11,1.0,0,0,0
230,5,2015-09-11,1.0,0,0,0
231,5,2015-09-11,1.0,0,0,1
233,5,2015-09-11,1.0,0,0,0
234,5,2015-09-11,1.0,0,0,0
235,5,2015-09-11,1.0,0,0,0
238,5,2015-09-11,1.0,0,0,0
239,5,2015-09-11,1.0,0,0,0
241,5,2015-09-11,1.0,0,0,0
242,5,2015-09-11,1.0,0,0,0
243,5,2015-09-11,1.0,0,0,1
244,5,2015-09-11,1.0,0,0,0
245,5,2015-09-11,1.0,0,0,0
246,5,2015-09-11,1.0,0,0,0
247,5,2015-09-11,1.0,0,0,0
248,5,2015-09-11,1.0,0,0,0
249,5,2015-09-11,1.0,0,0,0
250,5,2015-09-11,1.0,0,0,0
251,5,2015-09-11,1.0,0,0,0
252,5,2015-09-11,1.0,0,0,0
253,5,2015-09-11,1.0,0,0,0
254,5,2015-09-11,1.0,0,0,0
255,5,2015-09-11,1.0,0,0,0
256,5,2015-09-11,1.0,0,0,0
258,5,2015-09-11,1.0,0,0,1
259,5,2015-09-11,1.0,0,0,0
262,5,2015-09-11,1.0,0,0,0
263,5,2015-09-11,1.0,0,0,1
265,5,2015-09-11,1.0,0,0,0
267,5,2015-09-11,1.0,0,0,0
268,5,2015-09-11,1.0,0,0,0
269,5,2015-09-11,1.0,0,0,0
272,5,2015-09-11,1.0,0,0,0
273,5,2015-09-11,1.0,0,0,0
274,5,2015-09-11,0.0,0,0,0
275,5,2015-09-11,1.0,0,0,1
277,5,2015-09-11,1.0,0,0,1
278,5,2015-09-11,1.0,0,0,0
279,5,2015-09-11,1.0,0,0,1
280,5,2015-09-11,1.0,0,0,1
281,5,2015-09-11,1.0,0,0,0
283,5,2015-09-11,1.0,0,0,1
284,5,2015-09-11,1.0,0,0,1
285,5,2015-09-11,1.0,0,0,0
287,5,2015-09-11,1.0,0,0,1
288,5,2015-09-11,1.0,0,0,1
289,5,2015-09-11,1.0,0,0,0
290,5,2015-09-11,1.0,0,0,0
294,5,2015-09-11,1.0,0,0,0
295,5,2015-09-11,1.0,0,0,1
296,5,2015-09-11,1.0,0,0,0
297,5,2015-09-11,1.0,0,0,1
298,5,2015-09-11,1.0,0,0,1
299,5,2015-09-11,1.0,0,0,0
300,5,2015-09-11,1.0,0,0,0
301,5,2015-09-11,1.0,0,0,0
302,5,2015-09-11,1.0,0,0,0
303,5,2015-09-11,1.0,0,0,0
304,5,2015-09-11,1.0,0,0,0
305,5,2015-09-11,1.0,0,0,0
306,5,2015-09-11,1.0,0,0,1
308,5,2015-09-11,1.0,0,0,0
309,5,2015-09-11,1.0,0,0,0
310,5,2015-09-11,1.0,0,0,0
311,5,2015-09-11,1.0,0,0,0
312,5,2015-09-11,1.0,0,0,0
314,5,2015-09-11,1.0,0,0,0
315,5,2015-09-11,1.0,0,0,0
316,5,2015-09-11,1.0,0,0,0
317,5,2015-09-11,1.0,0,0,1
319,5,2015-09-11,1.0,0,0,0
320,5,2015-09-11,1.0,0,0,0
323,5,2015-09-11,1.0,0,0,0
325,5,2015-09-11,1.0,0,0,0
326,5,2015-09-11,1.0,0,0,0
328,5,2015-09-11,1.0,0,0,0
329,5,2015-09-11,1.0,0,0,0
330,5,2015-09-11,1.0,0,0,0
331,5,2015-09-11,1.0,0,0,0
333,5,2015-09-11,1.0,0,0,0
334,5,2015-09-11,1.0,0,0,0
335,5,2015-09-11,1.0,0,0,0
336,5,2015-09-11,1.0,0,0,0
337,5,2015-09-11,1.0,0,0,0
338,5,2015-09-11,1.0,0,0,0
339,5,2015-09-11,1.0,0,0,0
340,5,2015-09-11,1.0,0,0,0
341,5,2015-09-11,1.0,0,0,0
342,5,2015-09-11,1.0,0,0,1
343,5,2015-09-11,1.0,0,0,0
344,5,2015-09-11,1.0,0,0,0
345,5,2015-09-11,1.0,0,0,1
346,5,2015-09-11,1.0,0,0,0
347,5,2015-09-11,1.0,0,0,1
348,5,2015-09-11,1.0,0,0,1
350,5,2015-09-11,1.0,0,0,0
351,5,2015-09-11,1.0,0,0,0
352,5,2015-09-11,1.0,0,0,0
353,5,2015-09-11,1.0,0,0,1
354,5,2015-09-11,1.0,0,0,0
355,5,2015-09-11,1.0,0,0,0
356,5,2015-09-11,1.0,0,0,1
358,5,2015-09-11,1.0,0,0,0
359,5,2015-09-11,1.0,0,0,0
362,5,2015-09-11,1.0,0,0,0
364,5,2015-09-11,1.0,0,0,0
365,5,2015-09-11,1.0,0,0,1
367,5,2015-09-11,1.0,0,0,0
368,5,2015-09-11,1.0,0,0,1
369,5,2015-09-11,1.0,0,0,0
370,5,2015-09-11,1.0,0,0,0
371,5,2015-09-11,1.0,0,0,0
372,5,2015-09-11,1.0,0,0,0
373,5,2015-09-11,1.0,0,0,1
377,5,2015-09-11,1.0,0,0,0
378,5,2015-09-11,1.0,0,0,0
379,5,2015-09-11,1.0,0,0,0
380,5,2015-09-11,1.0,0,0,0
383,5,2015-09-11,1.0,0,0,0
385,5,2015-09-11,1.0,0,0,1
386,5,2015-09-11,1.0,0,0,0
387,5,2015-09-11,1.0,0,0,0
388,5,2015-09-11,1.0,0,0,0
389,5,2015-09-11,1.0,0,0,0
391,5,2015-09-11,1.0,0,0,0
392,5,2015-09-11,1.0,0,0,0
393,5,2015-09-11,1.0,0,0,0
394,5,2015-09-11,1.0,0,0,0
395,5,2015-09-11,1.0,0,0,0
397,5,2015-09-11,1.0,0,0,0
398,5,2015-09-11,1.0,0,0,0
399,5,2015-09-11,1.0,0,0,1
403,5,2015-09-11,1.0,0,0,0
404,5,2015-09-11,1.0,0,0,1
405,5,2015-09-11,1.0,0,0,0
406,5,2015-09-11,1.0,0,0,0
407,5,2015-09-11,1.0,0,0,1
408,5,2015-09-11,1.0,0,0,1
409,5,2015-09-11,1.0,0,0,0
410,5,2015-09-11,1.0,0,0,0
411,5,2015-09-11,1.0,0,0,0
412,5,2015-09-11,1.0,0,0,1
413,5,2015-09-11,1.0,0,0,1
414,5,2015-09-11,1.0,0,0,0
415,5,2015-09-11,1.0,0,0,0
416,5,2015-09-11,1.0,0,0,0
417,5,2015-09-11,1.0,0,0,0
418,5,2015-09-11,1.0,0,0,0
420,5,2015-09-11,1.0,0,0,1
421,5,2015-09-11,1.0,0,0,0
422,5,2015-09-11,1.0,0,0,0
424,5,2015-09-11,1.0,0,0,0
425,5,2015-09-11,1.0,0,0,0
426,5,2015-09-11,1.0,0,0,0
427,5,2015-09-11,1.0,0,0,1
428,5,2015-09-11,1.0,0,0,1
429,5,2015-09-11,1.0,0,0,1
430,5,2015-09-11,1.0,0,0,1
431,5,2015-09-11,1.0,0,0,0
432,5,2015-09-11,1.0,0,0,0
433,5,2015-09-11,1.0,0,0,0
434,5,2015-09-11,1.0,0,0,1
435,5,2015-09-11,1.0,0,0,0
440,5,2015-09-11,1.0,0,0,1
441,5,2015-09-11,1.0,0,0,0
442,5,2015-09-11,1.0,0,0,1
445,5,2015-09-11,1.0,0,0,0
446,5,2015-09-11,1.0,0,0,0
447,5,2015-09-11,1.0,0,0,0
448,5,2015-09-11,1.0,0,0,0
449,5,2015-09-11,1.0,0,0,0
450,5,2015-09-11,1.0,0,0,1
451,5,2015-09-11,1.0,0,0,0
452,5,2015-09-11,1.0,0,0,0
453,5,2015-09-11,1.0,0,0,0
455,5,2015-09-11,1.0,0,0,1
456,5,2015-09-11,1.0,0,0,0
457,5,2015-09-11,1.0,0,0,1
458,5,2015-09-11,1.0,0,0,0
459,5,2015-09-11,1.0,0,0,0
461,5,2015-09-11,1.0,0,0,1
463,5,2015-09-11,1.0,0,0,0
465,5,2015-09-11,1.0,0,0,0
466,5,2015-09-11,1.0,0,0,0
467,5,2015-09-11,1.0,0,0,0
468,5,2015-09-11,1.0,0,0,0
470,5,2015-09-11,1.0,0,0,0
471,5,2015-09-11,1.0,0,0,1
472,5,2015-09-11,1.0,0,0,0
473,5,2015-09-11,1.0,0,0,0
475,5,2015-09-11,1.0,0,0,0
477,5,2015-09-11,1.0,0,0,1
481,5,2015-09-11,1.0,0,0,0
484,5,2015-09-11,1.0,0,0,0
485,5,2015-09-11,1.0,0,0,1
486,5,2015-09-11,1.0,0,0,0
487,5,2015-09-11,1.0,0,0,0
488,5,2015-09-11,1.0,0,0,0
490,5,2015-09-11,1.0,0,0,1
491,5,2015-09-11,1.0,0,0,1
492,5,2015-09-11,1.0,0,0,1
493,5,2015-09-11,1.0,0,0,0
495,5,2015-09-11,1.0,0,0,1
497,5,2015-09-11,1.0,0,0,0
498,5,2015-09-11,1.0,0,0,1
499,5,2015-09-11,1.0,0,0,1
500,5,2015-09-11,1.0,0,0,1
501,5,2015-09-11,1.0,0,0,1
502,5,2015-09-11,1.0,0,0,0
504,5,2015-09-11,1.0,0,0,0
505,5,2015-09-11,1.0,0,0,1
506,5,2015-09-11,1.0,0,0,0
507,5,2015-09-11,1.0,0,0,0
508,5,2015-09-11,1.0,0,0,0
509,5,2015-09-11,1.0,0,0,0
510,5,2015-09-11,1.0,0,0,0
511,5,2015-09-11,1.0,0,0,0
512,5,2015-09-11,1.0,0,0,1
514,5,2015-09-11,1.0,0,0,1
515,5,2015-09-11,1.0,0,0,0
516,5,2015-09-11,1.0,0,0,0
517,5,2015-09-11,1.0,0,0,0
518,5,2015-09-11,1.0,0,0,1
519,5,2015-09-11,1.0,0,0,0
520,5,2015-09-11,1.0,0,0,0
521,5,2015-09-11,1.0,0,0,0
522,5,2015-09-11,1.0,0,0,1
524,5,2015-09-11,1.0,0,0,0
527,5,2015-09-11,1.0,0,0,0
528,5,2015-09-11,1.0,0,0,0
529,5,2015-09-11,1.0,0,0,0
530,5,2015-09-11,1.0,0,0,0
531,5,2015-09-11,1.0,0,0,0
532,5,2015-09-11,1.0,0,0,0
533,5,2015-09-11,1.0,0,0,1
534,5,2015-09-11,1.0,0,0,1
535,5,2015-09-11,1.0,0,0,0
536,5,2015-09-11,1.0,0,0,0
537,5,2015-09-11,1.0,0,0,1
538,5,2015-09-11,1.0,0,0,0
539,5,2015-09-11,1.0,0,0,1
540,5,2015-09-11,1.0,0,0,1
541,5,2015-09-11,1.0,0,0,0
542,5,2015-09-11,1.0,0,0,1
543,5,2015-09-11,1.0,0,0,0
545,5,2015-09-11,1.0,0,0,0
547,5,2015-09-11,1.0,0,0,1
548,5,2015-09-11,1.0,0,0,0
549,5,2015-09-11,1.0,0,0,0
550,5,2015-09-11,1.0,0,0,0
551,5,2015-09-11,1.0,0,0,0
552,5,2015-09-11,1.0,0,0,0
553,5,2015-09-11,1.0,0,0,1
554,5,2015-09-11,1.0,0,0,0
555,5,2015-09-11,1.0,0,0,1
557,5,2015-09-11,1.0,0,0,0
558,5,2015-09-11,1.0,0,0,0
561,5,2015-09-11,1.0,0,0,0
562,5,2015-09-11,1.0,0,0,0
563,5,2015-09-11,1.0,0,0,0
564,5,2015-09-11,1.0,0,0,0
565,5,2015-09-11,1.0,0,0,0
566,5,2015-09-11,1.0,0,0,0
567,5,2015-09-11,1.0,0,0,0
568,5,2015-09-11,1.0,0,0,0
570,5,2015-09-11,1.0,0,0,0
571,5,2015-09-11,1.0,0,0,1
572,5,2015-09-11,1.0,0,0,0
573,5,2015-09-11,1.0,0,0,1
574,5,2015-09-11,1.0,0,0,1
575,5,2015-09-11,1.0,0,0,1
577,5,2015-09-11,1.0,0,0,0
578,5,2015-09-11,1.0,0,0,0
579,5,2015-09-11,1.0,0,0,0
580,5,2015-09-11,1.0,0,0,0
581,5,2015-09-11,1.0,0,0,0
582,5,2015-09-11,1.0,0,0,0
584,5,2015-09-11,1.0,0,0,0
585,5,2015-09-11,1.0,0,0,0
586,5,2015-09-11,1.0,0,0,0
587,5,2015-09-11,1.0,0,0,1
588,5,2015-09-11,1.0,0,0,0
589,5,2015-09-11,1.0,0,0,0
590,5,2015-09-11,1.0,0,0,1
591,5,2015-09-11,1.0,0,0,1
592,5,2015-09-11,1.0,0,0,0
593,5,2015-09-11,1.0,0,0,0
597,5,2015-09-11,1.0,0,0,0
598,5,2015-09-11,1.0,0,0,1
600,5,2015-09-11,1.0,0,0,0
601,5,2015-09-11,1.0,0,0,0
602,5,2015-09-11,1.0,0,0,0
603,5,2015-09-11,1.0,0,0,1
604,5,2015-09-11,1.0,0,0,1
605,5,2015-09-11,1.0,0,0,1
610,5,2015-09-11,1.0,0,0,0
611,5,2015-09-11,1.0,0,0,1
612,5,2015-09-11,1.0,0,0,1
615,5,2015-09-11,1.0,0,0,0
616,5,2015-09-11,1.0,0,0,0
618,5,2015-09-11,1.0,0,0,0
619,5,2015-09-11,1.0,0,0,1
620,5,2015-09-11,1.0,0,0,1
621,5,2015-09-11,1.0,0,0,0
622,5,2015-09-11,,0,0,0
623,5,2015-09-11,1.0,0,0,0
624,5,2015-09-11,1.0,0,0,0
625,5,2015-09-11,1.0,0,0,0
627,5,2015-09-11,1.0,0,0,0
628,5,2015-09-11,1.0,0,0,0
629,5,2015-09-11,1.0,0,0,1
631,5,2015-09-11,1.0,0,0,0
632,5,2015-09-11,1.0,0,0,0
633,5,2015-09-11,1.0,0,0,1
636,5,2015-09-11,1.0,0,0,1
637,5,2015-09-11,1.0,0,0,1
638,5,2015-09-11,1.0,0,0,1
639,5,2015-09-11,1.0,0,0,0
640,5,2015-09-11,1.0,0,0,0
641,5,2015-09-11,1.0,0,0,0
642,5,2015-09-11,1.0,0,0,0
643,5,2015-09-11,1.0,0,0,0
644,5,2015-09-11,1.0,0,0,1
645,5,2015-09-11,1.0,0,0,1
646,5,2015-09-11,1.0,0,0,1
647,5,2015-09-11,1.0,0,0,0
650,5,2015-09-11,1.0,0,0,1
651,5,2015-09-11,1.0,0,0,0
653,5,2015-09-11,1.0,0,0,0
655,5,2015-09-11,1.0,0,0,0
656,5,2015-09-11,1.0,0,0,0
657,5,2015-09-11,1.0,0,0,0
658,5,2015-09-11,1.0,0,0,0
659,5,2015-09-11,1.0,0,0,0
660,5,2015-09-11,1.0,0,0,1
661,5,2015-09-11,1.0,0,0,0
662,5,2015-09-11,1.0,0,0,0
663,5,2015-09-11,1.0,0,0,1
665,5,2015-09-11,1.0,0,0,0
666,5,2015-09-11,1.0,0,0,1
667,5,2015-09-11,1.0,0,0,0
669,5,2015-09-11,1.0,0,0,1
670,5,2015-09-11,1.0,0,0,1
671,5,2015-09-11,1.0,0,0,1
673,5,2015-09-11,1.0,0,0,1
674,5,2015-09-11,1.0,0,0,0
675,5,2015-09-11,1.0,0,0,0
676,5,2015-09-11,1.0,0,0,0
677,5,2015-09-11,1.0,0,0,1
678,5,2015-09-11,1.0,0,0,0
680,5,2015-09-11,1.0,0,0,0
681,5,2015-09-11,1.0,0,0,0
684,5,2015-09-11,1.0,0,0,1
685,5,2015-09-11,1.0,0,0,0
687,5,2015-09-11,1.0,0,0,0
689,5,2015-09-11,1.0,0,0,0
690,5,2015-09-11,1.0,0,0,0
691,5,2015-09-11,1.0,0,0,0
692,5,2015-09-11,1.0,0,0,0
693,5,2015-09-11,1.0,0,0,0
694,5,2015-09-11,1.0,0,0,1
695,5,2015-09-11,1.0,0,0,0
696,5,2015-09-11,1.0,0,0,0
697,5,2015-09-11,1.0,0,0,0
699,5,2015-09-11,1.0,0,0,0
700,5,2015-09-11,1.0,0,0,0
701,5,2015-09-11,1.0,0,0,1
702,5,2015-09-11,1.0,0,0,1
703,5,2015-09-11,1.0,0,0,0
705,5,2015-09-11,1.0,0,0,0
706,5,2015-09-11,1.0,0,0,1
707,5,2015-09-11,1.0,0,0,0
710,5,2015-09-11,1.0,0,0,1
711,5,2015-09-11,1.0,0,0,1
712,5,2015-09-11,1.0,0,0,1
713,5,2015-09-11,1.0,0,0,0
714,5,2015-09-11,1.0,0,0,1
716,5,2015-09-11,1.0,0,0,1
717,5,2015-09-11,1.0,0,0,0
718,5,2015-09-11,1.0,0,0,0
719,5,2015-09-11,1.0,0,0,1
720,5,2015-09-11,1.0,0,0,0
721,5,2015-09-11,1.0,0,0,0
722,5,2015-09-11,1.0,0,0,0
723,5,2015-09-11,1.0,0,0,0
724,5,2015-09-11,1.0,0,0,0
725,5,2015-09-11,1.0,0,0,0
727,5,2015-09-11,1.0,0,0,0
728,5,2015-09-11,1.0,0,0,1
729,5,2015-09-11,1.0,0,0,0
731,5,2015-09-11,1.0,0,0,0
732,5,2015-09-11,1.0,0,0,0
733,5,2015-09-11,1.0,0,0,0
734,5,2015-09-11,1.0,0,0,0
736,5,2015-09-11,1.0,0,0,1
737,5,2015-09-11,1.0,0,0,0
738,5,2015-09-11,1.0,0,0,0
739,5,2015-09-11,1.0,0,0,1
740,5,2015-09-11,1.0,0,0,0
741,5,2015-09-11,1.0,0,0,0
742,5,2015-09-11,1.0,0,0,0
744,5,2015-09-11,1.0,0,0,1
746,5,2015-09-11,1.0,0,0,0
748,5,2015-09-11,1.0,0,0,0
749,5,2015-09-11,1.0,0,0,0
750,5,2015-09-11,1.0,0,0,1
751,5,2015-09-11,1.0,0,0,0
752,5,2015-09-11,1.0,0,0,0
753,5,2015-09-11,1.0,0,0,0
756,5,2015-09-11,1.0,0,0,0
757,5,2015-09-11,1.0,0,0,1
758,5,2015-09-11,1.0,0,0,1
759,5,2015-09-11,1.0,0,0,0
762,5,2015-09-11,1.0,0,0,1
763,5,2015-09-11,1.0,0,0,0
764,5,2015-09-11,1.0,0,0,0
765,5,2015-09-11,1.0,0,0,1
766,5,2015-09-11,1.0,0,0,1
767,5,2015-09-11,1.0,0,0,0
768,5,2015-09-11,1.0,0,0,0
769,5,2015-09-11,1.0,0,0,0
770,5,2015-09-11,1.0,0,0,0
771,5,2015-09-11,1.0,0,0,1
772,5,2015-09-11,1.0,0,0,0
773,5,2015-09-11,1.0,0,0,0
774,5,2015-09-11,1.0,0,0,0
775,5,2015-09-11,1.0,0,0,1
776,5,2015-09-11,1.0,0,0,0
777,5,2015-09-11,1.0,0,0,1
778,5,2015-09-11,1.0,0,0,1
782,5,2015-09-11,1.0,0,0,0
784,5,2015-09-11,1.0,0,0,0
785,5,2015-09-11,1.0,0,0,0
789,5,2015-09-11,1.0,0,0,1
790,5,2015-09-11,1.0,0,0,0
791,5,2015-09-11,1.0,0,0,0
792,5,2015-09-11,1.0,0,0,0
793,5,2015-09-11,1.0,0,0,0
795,5,2015-09-11,1.0,0,0,0
796,5,2015-09-11,1.0,0,0,0
797,5,2015-09-11,1.0,0,0,1
799,5,2015-09-11,1.0,0,0,0
800,5,2015-09-11,1.0,0,0,0
801,5,2015-09-11,1.0,0,0,0
802,5,2015-09-11,1.0,0,0,0
803,5,2015-09-11,1.0,0,0,0
804,5,2015-09-11,1.0,0,0,1
805,5,2015-09-11,1.0,0,0,1
806,5,2015-09-11,1.0,0,0,1
807,5,2015-09-11,1.0,0,0,0
809,5,2015-09-11,1.0,0,0,0
810,5,2015-09-11,1.0,0,0,0
811,5,2015-09-11,1.0,0,0,0
813,5,2015-09-11,1.0,0,0,1
815,5,2015-09-11,1.0,0,0,1
816,5,2015-09-11,1.0,0,0,0
818,5,2015-09-11,1.0,0,0,0
819,5,2015-09-11,1.0,0,0,0
820,5,2015-09-11,1.0,0,0,1
822,5,2015-09-11,1.0,0,0,0
823,5,2015-09-11,1.0,0,0,0
824,5,2015-09-11,1.0,0,0,0
825,5,2015-09-11,1.0,0,0,1
826,5,2015-09-11,1.0,0,0,0
829,5,2015-09-11,1.0,0,0,0
831,5,2015-09-11,1.0,0,0,0
832,5,2015-09-11,1.0,0,0,0
833,5,2015-09-11,1.0,0,0,0
835,5,2015-09-11,1.0,0,0,0
837,5,2015-09-11,1.0,0,0,0
840,5,2015-09-11,1.0,0,0,0
842,5,2015-09-11,1.0,0,0,1
844,5,2015-09-11,1.0,0,0,0
845,5,2015-09-11,1.0,0,0,0
846,5,2015-09-11,1.0,0,0,0
847,5,2015-09-11,1.0,0,0,0
848,5,2015-09-11,1.0,0,0,1
849,5,2015-09-11,1.0,0,0,0
850,5,2015-09-11,1.0,0,0,0
851,5,2015-09-11,1.0,0,0,1
852,5,2015-09-11,1.0,0,0,0
853,5,2015-09-11,1.0,0,0,1
855,5,2015-09-11,1.0,0,0,1
856,5,2015-09-11,1.0,0,0,0
857,5,2015-09-11,1.0,0,0,0
858,5,2015-09-11,1.0,0,0,1
859,5,2015-09-11,1.0,0,0,1
860,5,2015-09-11,1.0,0,0,0
861,5,2015-09-11,1.0,0,0,0
862,5,2015-09-11,1.0,0,0,0
863,5,2015-09-11,1.0,0,0,0
864,5,2015-09-11,1.0,0,0,1
865,5,2015-09-11,1.0,0,0,0
866,5,2015-09-11,1.0,0,0,0
867,5,2015-09-11,1.0,0,0,0
868,5,2015-09-11,1.0,0,0,0
871,5,2015-09-11,1.0,0,0,0
872,5,2015-09-11,1.0,0,0,0
874,5,2015-09-11,1.0,0,0,0
875,5,2015-09-11,1.0,0,0,0
877,5,2015-09-11,1.0,0,0,0
879,5,2015-09-11,1.0,0,0,1
880,5,2015-09-11,1.0,0,0,1
881,5,2015-09-11,1.0,0,0,0
882,5,2015-09-11,1.0,0,0,0
883,5,2015-09-11,1.0,0,0,0
884,5,2015-09-11,1.0,0,0,1
885,5,2015-09-11,1.0,0,0,0
886,5,2015-09-11,1.0,0,0,0
887,5,2015-09-11,1.0,0,0,0
888,5,2015-09-11,1.0,0,0,0
890,5,2015-09-11,1.0,0,0,1
891,5,2015-09-11,1.0,0,0,0
893,5,2015-09-11,1.0,0,0,1
894,5,2015-09-11,1.0,0,0,0
895,5,2015-09-11,1.0,0,0,1
896,5,2015-09-11,1.0,0,0,0
897,5,2015-09-11,1.0,0,0,0
900,5,2015-09-11,1.0,0,0,1
901,5,2015-09-11,1.0,0,0,0
902,5,2015-09-11,1.0,0,0,1
903,5,2015-09-11,1.0,0,0,1
904,5,2015-09-11,1.0,0,0,1
905,5,2015-09-11,1.0,0,0,0
906,5,2015-09-11,1.0,0,0,0
907,5,2015-09-11,1.0,0,0,0
908,5,2015-09-11,1.0,0,0,0
909,5,2015-09-11,1.0,0,0,1
911,5,2015-09-11,1.0,0,0,0
912,5,2015-09-11,1.0,0,0,0
913,5,2015-09-11,1.0,0,0,0
914,5,2015-09-11,1.0,0,0,0
915,5,2015-09-11,1.0,0,0,1
916,5,2015-09-11,1.0,0,0,0
917,5,2015-09-11,1.0,0,0,0
919,5,2015-09-11,1.0,0,0,1
920,5,2015-09-11,1.0,0,0,1
922,5,2015-09-11,1.0,0,0,0
924,5,2015-09-11,1.0,0,0,0
925,5,2015-09-11,1.0,0,0,1
926,5,2015-09-11,1.0,0,0,0
927,5,2015-09-11,1.0,0,0,0
928,5,2015-09-11,1.0,0,0,0
929,5,2015-09-11,1.0,0,0,0
930,5,2015-09-11,1.0,0,0,0
931,5,2015-09-11,1.0,0,0,0
932,5,2015-09-11,1.0,0,0,1
934,5,2015-09-11,1.0,0,0,0
935,5,2015-09-11,1.0,0,0,0
936,5,2015-09-11,1.0,0,0,0
937,5,2015-09-11,1.0,0,0,0
938,5,2015-09-11,1.0,0,0,0
939,5,2015-09-11,1.0,0,0,0
941,5,2015-09-11,1.0,0,0,1
942,5,2015-09-11,1.0,0,0,0
943,5,2015-09-11,1.0,0,0,0
944,5,2015-09-11,1.0,0,0,0
945,5,2015-09-11,1.0,0,0,0
946,5,2015-09-11,1.0,0,0,0
947,5,2015-09-11,1.0,0,0,1
948,5,2015-09-11,1.0,0,0,1
950,5,2015-09-11,1.0,0,0,1
951,5,2015-09-11,1.0,0,0,0
952,5,2015-09-11,1.0,0,0,1
954,5,2015-09-11,1.0,0,0,0
955,5,2015-09-11,1.0,0,0,0
956,5,2015-09-11,1.0,0,0,0
960,5,2015-09-11,1.0,0,0,0
961,5,2015-09-11,1.0,0,0,0
962,5,2015-09-11,1.0,0,0,0
964,5,2015-09-11,1.0,0,0,1
965,5,2015-09-11,1.0,0,0,0
966,5,2015-09-11,1.0,0,0,0
967,5,2015-09-11,1.0,0,0,0
969,5,2015-09-11,1.0,0,0,1
970,5,2015-09-11,1.0,0,0,0
973,5,2015-09-11,1.0,0,0,0
974,5,2015-09-11,1.0,0,0,1
975,5,2015-09-11,1.0,0,0,0
976,5,2015-09-11,1.0,0,0,0
977,5,2015-09-11,1.0,0,0,1
980,5,2015-09-11,1.0,0,0,0
983,5,2015-09-11,1.0,0,0,0
984,5,2015-09-11,1.0,0,0,0
985,5,2015-09-11,1.0,0,0,1
986,5,2015-09-11,1.0,0,0,0
988,5,2015-09-11,1.0,0,0,0
989,5,2015-09-11,1.0,0,0,1
991,5,2015-09-11,1.0,0,0,0
992,5,2015-09-11,1.0,0,0,0
994,5,2015-09-11,1.0,0,0,0
997,5,2015-09-11,1.0,0,0,0
998,5,2015-09-11,1.0,0,0,1
1000,5,2015-09-11,1.0,0,0,1
1003,5,2015-09-11,1.0,0,0,0
1004,5,2015-09-11,1.0,0,0,1
1005,5,2015-09-11,1.0,0,0,0
1007,5,2015-09-11,1.0,0,0,0
1008,5,2015-09-11,1.0,0,0,0
1009,5,2015-09-11,1.0,0,0,1
1010,5,2015-09-11,1.0,0,0,0
1011,5,2015-09-11,1.0,0,0,0
1012,5,2015-09-11,1.0,0,0,1
1013,5,2015-09-11,1.0,0,0,0
1014,5,2015-09-11,1.0,0,0,0
1015,5,2015-09-11,1.0,0,0,0
1016,5,2015-09-11,1.0,0,0,0
1019,5,2015-09-11,1.0,0,0,1
1020,5,2015-09-11,1.0,0,0,0
1022,5,2015-09-11,1.0,0,0,0
1024,5,2015-09-11,1.0,0,0,0
1025,5,2015-09-11,1.0,0,0,0
1026,5,2015-09-11,1.0,0,0,0
1027,5,2015-09-11,1.0,0,0,1
1028,5,2015-09-11,1.0,0,0,0
1031,5,2015-09-11,1.0,0,0,0
1036,5,2015-09-11,1.0,0,0,0
1037,5,2015-09-11,1.0,0,0,0
1038,5,2015-09-11,1.0,0,0,1
